time,amplitude,theta_power,alpha_power,beta_power,gamma_power,command,visual_impairment
4.691,15.77,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.695,18.91,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.699,10.03,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.703,2.79,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.707,6.84,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.711,0.01,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.715,-15.02,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.719,-17.72,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.723,-22.62,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.727,-18.34,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.73,-17.89,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.734,-36.26,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.738,-28.52,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.742,-15.44,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.746,-2.98,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.75,-12.96,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.754,8.3,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.758,5.47,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.762,19.91,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.766,25.73,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.77,29.87,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.773,36.16,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.777,27.07,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.781,35.01,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.785,27.58,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.789,42.04,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.793,39.51,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.797,33.46,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.801,33.33,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.805,38.09,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.809,33.3,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.812,24.11,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.816,24.27,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.82,23.19,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.824,17.83,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.828,13.13,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.832,5.13,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.836,3.19,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.84,-7.1,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.844,-25.55,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.848,-29.29,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.852,-39.47,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.855,-55.16,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.859,-64.23,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.863,-71.71,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.867,-75.49,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.871,-83.45,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.875,-77.27,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.879,-93.02,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.883,-81.71,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.887,-83.65,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.891,-69.64,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.895,-55.11,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.898,-46.52,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.902,-35.63,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.906,-10.08,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.91,15.51,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.914,23.14,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.918,38.92,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.922,58.32,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.926,60.14,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.93,77.54,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.934,84.14,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.938,78.03,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.941,90.39,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.945,81.35,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.949,74.72,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.953,65.33,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.957,68.05,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.961,51.21,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.965,38.7,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.969,27.4,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.973,26.62,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.977,10.05,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.98,2.02,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.984,-11.94,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.988,-6.4,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.992,-6.0,0.19,0.36,0.33,0.12,NONE,BORDERLINE
4.996,-30.62,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.0,-23.19,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.004,-28.76,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.008,-32.86,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.012,-26.91,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.016,-31.68,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.02,-42.23,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.023,-38.01,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.027,-35.51,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.031,-45.21,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.035,-33.91,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.039,-31.37,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.043,-38.88,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.047,-18.61,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.051,-15.06,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.055,-9.08,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.059,-10.44,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.062,8.07,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.066,1.65,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.07,8.76,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.074,5.41,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.078,27.95,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.082,14.57,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.086,28.79,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.09,13.07,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.094,20.77,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.098,5.27,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.102,7.2,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.105,6.06,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.109,-7.36,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.113,2.57,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.117,-9.26,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.121,-20.39,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.125,-16.63,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.129,-22.47,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.133,-19.13,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.137,-25.39,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.141,-13.63,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.145,-10.25,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.148,-12.95,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.152,-8.43,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.156,4.13,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.16,3.68,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.164,15.74,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.168,26.07,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.172,26.13,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.176,31.5,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.18,35.54,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.184,22.93,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.188,15.36,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.191,18.21,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.195,5.13,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.199,7.0,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.203,-3.22,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.207,-7.72,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.211,-12.95,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.215,-14.93,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.219,-31.45,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.223,-18.69,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.227,-15.17,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.23,-14.53,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.234,-11.32,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.238,-8.09,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.242,-0.18,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.246,-0.97,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.25,6.91,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.254,18.48,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.258,19.59,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.262,29.84,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.266,25.11,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.27,33.55,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.273,37.19,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.277,34.46,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.281,37.64,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.285,30.83,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.289,38.68,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.293,45.91,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.297,31.57,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.301,24.6,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.305,31.89,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.309,35.2,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.312,23.5,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.316,14.42,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.32,7.17,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.324,-2.38,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.328,-7.87,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.332,-25.44,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.336,-23.35,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.34,-31.1,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.344,-50.93,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.348,-54.18,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.352,-69.23,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.355,-75.42,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.359,-79.16,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.363,-78.0,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.367,-85.62,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.371,-86.75,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.375,-81.78,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.379,-74.49,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.383,-66.46,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.387,-54.14,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.391,-43.79,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.395,-24.45,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.398,-6.44,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.402,12.62,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.406,25.45,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.41,44.38,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.414,49.75,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.418,65.44,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.422,80.35,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.426,74.34,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.43,90.85,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.434,82.29,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.438,88.66,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.441,83.1,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.445,69.21,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.449,56.96,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.453,52.5,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.457,49.75,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.461,26.12,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.465,17.67,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.469,6.66,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.473,7.3,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.477,-7.28,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.48,-14.64,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.484,-15.19,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.488,-24.12,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.492,-24.34,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.496,-31.82,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.5,-39.39,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.504,-27.26,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.508,-37.21,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.512,-28.76,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.516,-32.6,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.52,-35.15,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.523,-28.85,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.527,-40.39,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.531,-26.64,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.535,-27.22,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.539,-26.35,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.543,-18.66,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.547,-13.94,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.551,-22.67,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.555,-3.9,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.559,5.43,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.562,14.89,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.566,21.61,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.57,26.74,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.574,19.46,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.578,31.25,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.582,21.99,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.586,5.72,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.59,9.31,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.594,12.16,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.598,2.41,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.602,-3.05,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.605,-6.1,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.609,-29.35,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.613,-20.13,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.617,-14.89,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.621,-22.62,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.625,-26.9,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.629,-30.62,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.633,-13.46,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.637,-13.3,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.641,-10.07,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.645,-3.05,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.648,1.02,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.652,20.91,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.656,22.53,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.66,14.77,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.664,18.62,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.668,14.82,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.672,24.89,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.676,25.73,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.68,16.51,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.684,19.95,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.688,7.3,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.691,-1.9,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.695,-13.68,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.699,-12.69,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.703,-21.99,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.707,-24.72,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.711,-14.9,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.715,-21.21,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.719,-20.01,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.723,-13.21,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.727,-7.96,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.73,-1.58,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.734,2.72,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.738,2.15,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.742,-3.16,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.746,21.96,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.75,23.81,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.754,26.96,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.758,35.83,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.762,27.17,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.766,41.24,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.77,32.42,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.773,37.11,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.777,31.76,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.781,32.92,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.785,27.01,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.789,25.68,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.793,32.21,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.797,28.59,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.801,18.91,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.805,11.8,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.809,23.32,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.812,9.33,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.816,-0.69,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.82,-16.28,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.824,-22.42,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.828,-33.68,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.832,-37.62,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.836,-38.3,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.84,-56.0,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.844,-68.12,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.848,-73.14,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.852,-83.49,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.855,-70.25,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.859,-81.49,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.863,-85.96,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.867,-72.47,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.871,-66.71,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.875,-54.39,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.879,-49.55,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.883,-33.54,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.887,-22.83,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.891,0.2,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.895,28.79,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.898,32.38,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.902,46.55,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.906,58.47,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.91,73.78,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.914,78.81,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.918,92.19,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.922,85.46,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.926,89.41,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.93,88.08,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.934,77.16,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.938,64.3,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.941,65.5,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.945,46.18,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.949,38.57,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.953,33.31,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.957,22.97,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.961,6.42,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.965,6.04,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.969,-7.18,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.973,-11.6,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.977,-15.22,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.98,-22.34,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.984,-25.73,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.988,-23.42,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.992,-28.23,0.19,0.36,0.33,0.12,NONE,BORDERLINE
5.996,-32.72,0.19,0.36,0.33,0.12,NONE,BORDERLINE
6.0,-20.09,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.004,-11.42,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.008,-21.41,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.012,-25.17,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.016,-20.54,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.02,-15.36,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.023,-6.33,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.027,-6.42,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.031,-10.33,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.035,1.27,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.039,-4.29,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.043,-12.7,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.047,-0.65,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.051,18.83,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.055,12.16,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.059,13.13,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.062,2.01,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.066,16.64,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.07,1.96,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.074,10.49,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.078,-1.36,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.082,-9.55,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.086,-13.81,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.09,-26.75,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.094,-35.25,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.098,-50.73,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.102,-41.42,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.105,-51.69,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.109,-51.9,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.113,-54.95,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.117,-54.28,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.121,-40.5,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.125,-23.17,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.129,-12.59,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.133,-0.88,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.137,11.03,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.141,16.75,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.145,25.76,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.148,35.41,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.152,38.12,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.156,38.65,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.16,51.87,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.164,52.21,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.168,50.12,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.172,51.97,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.176,31.07,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.18,31.09,0.26,0.19,0.4,0.16,NONE,IMPAIRED
