time,amplitude,theta_power,alpha_power,beta_power,gamma_power,command,motor_impairment
4.691,2.78,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.695,9.35,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.699,12.17,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.703,8.89,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.707,-9.15,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.711,-15.69,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.715,-18.78,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.719,-12.79,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.723,-26.47,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.727,-31.83,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.73,-29.58,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.734,-21.69,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.738,-13.55,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.742,-16.04,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.746,-1.23,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.75,-9.56,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.754,15.23,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.758,10.97,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.762,22.95,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.766,21.21,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.77,29.01,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.773,43.42,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.777,41.5,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.781,42.05,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.785,43.14,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.789,47.16,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.793,33.25,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.797,43.51,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.801,29.69,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.805,22.15,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.809,26.03,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.812,29.01,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.816,24.02,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.82,15.19,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.824,17.47,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.828,4.57,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.832,-3.59,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.836,1.56,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.84,-15.19,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.844,-24.24,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.848,-38.47,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.852,-42.43,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.855,-60.03,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.859,-62.31,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.863,-78.9,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.867,-73.13,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.871,-87.22,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.875,-85.77,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.879,-91.74,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.883,-82.37,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.887,-83.19,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.891,-79.53,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.895,-61.26,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.898,-44.97,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.902,-30.0,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.906,-9.39,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.91,11.52,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.914,22.73,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.918,47.79,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.922,60.59,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.926,68.23,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.93,81.84,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.934,88.05,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.938,88.16,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.941,95.4,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.945,93.39,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.949,86.81,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.953,79.62,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.957,71.81,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.961,60.14,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.965,51.56,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.969,47.32,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.973,38.08,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.977,25.16,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.98,6.16,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.984,-0.37,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.988,-3.3,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.992,-14.42,0.19,0.39,0.28,0.14,NONE,BORDERLINE
4.996,-6.45,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.0,-25.02,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.004,-27.83,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.008,-23.55,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.012,-27.28,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.016,-25.92,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.02,-36.91,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.023,-39.63,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.027,-38.21,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.031,-50.04,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.035,-40.07,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.039,-34.78,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.043,-35.85,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.047,-37.78,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.051,-26.35,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.055,-26.77,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.059,-14.5,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.062,-8.22,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.066,4.91,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.07,11.1,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.074,12.74,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.078,21.46,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.082,17.71,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.086,27.97,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.09,22.76,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.094,28.71,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.098,23.49,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.102,23.43,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.105,8.97,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.109,5.62,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.113,-0.11,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.117,-10.24,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.121,-15.36,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.125,-7.46,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.129,-26.9,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.133,-15.97,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.137,-20.78,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.141,-21.61,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.145,-15.84,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.148,-6.74,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.152,-10.99,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.156,2.5,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.16,6.84,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.164,16.92,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.168,17.59,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.172,22.94,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.176,16.74,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.18,17.75,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.184,20.65,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.188,7.43,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.191,5.68,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.195,1.65,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.199,-10.81,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.203,-13.72,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.207,-18.56,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.211,-19.28,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.215,-26.01,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.219,-22.64,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.223,-25.41,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.227,-21.39,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.23,-12.89,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.234,-8.29,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.238,-3.71,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.242,1.56,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.246,0.85,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.25,13.88,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.254,20.17,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.258,29.95,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.262,43.89,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.266,47.07,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.27,49.48,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.273,38.78,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.277,47.48,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.281,38.55,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.285,31.7,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.289,35.97,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.293,32.68,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.297,28.95,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.301,21.54,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.305,25.19,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.309,17.01,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.312,10.75,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.316,16.42,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.32,12.01,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.324,2.35,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.328,-9.13,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.332,-23.1,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.336,-31.59,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.34,-36.09,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.344,-58.67,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.348,-60.91,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.352,-69.15,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.355,-77.79,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.359,-89.04,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.363,-102.14,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.367,-90.81,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.371,-95.96,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.375,-83.8,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.379,-78.58,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.383,-66.62,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.387,-43.86,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.391,-38.91,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.395,-24.16,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.398,-17.14,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.402,14.38,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.406,26.06,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.41,52.17,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.414,67.58,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.418,71.71,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.422,75.67,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.426,92.09,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.43,91.64,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.434,95.07,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.438,93.75,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.441,87.84,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.445,80.23,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.449,65.94,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.453,57.43,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.457,46.64,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.461,36.66,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.465,26.13,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.469,17.27,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.473,9.49,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.477,-3.9,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.48,-13.3,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.484,-11.92,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.488,-11.92,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.492,-10.64,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.496,-30.81,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.5,-33.97,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.504,-29.26,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.508,-29.2,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.512,-39.33,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.516,-45.29,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.52,-32.91,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.523,-35.42,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.527,-36.3,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.531,-28.36,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.535,-36.4,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.539,-37.42,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.543,-23.78,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.547,-26.35,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.551,-19.81,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.555,-2.42,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.559,-2.25,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.562,3.51,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.566,8.36,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.57,22.44,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.574,15.92,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.578,19.26,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.582,22.19,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.586,18.5,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.59,24.73,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.594,20.71,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.598,11.79,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.602,5.72,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.605,-2.92,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.609,-19.09,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.613,-13.03,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.617,-32.72,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.621,-20.33,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.625,-17.56,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.629,-21.86,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.633,-18.41,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.637,-7.59,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.641,-7.93,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.645,1.64,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.648,10.27,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.652,6.78,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.656,11.61,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.66,17.51,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.664,5.71,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.668,17.87,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.672,25.55,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.676,18.75,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.68,2.02,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.684,5.54,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.688,2.66,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.691,-6.54,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.695,-7.27,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.699,-12.78,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.703,-25.0,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.707,-25.6,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.711,-20.12,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.715,-24.0,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.719,-15.1,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.723,-9.08,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.727,-6.64,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.73,8.83,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.734,5.15,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.738,12.0,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.742,17.31,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.746,29.52,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.75,35.71,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.754,37.56,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.758,33.57,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.762,54.11,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.766,42.71,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.77,48.31,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.773,30.84,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.777,30.67,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.781,39.34,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.785,36.3,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.789,25.83,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.793,31.21,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.797,32.7,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.801,16.45,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.805,23.45,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.809,11.45,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.812,-3.79,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.816,3.0,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.82,-5.88,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.824,-23.46,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.828,-30.29,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.832,-42.25,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.836,-53.0,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.84,-69.68,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.844,-66.43,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.848,-86.7,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.852,-87.3,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.855,-87.74,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.859,-96.4,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.863,-87.72,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.867,-90.5,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.871,-84.82,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.875,-69.73,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.879,-54.48,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.883,-36.71,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.887,-29.78,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.891,3.46,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.895,12.74,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.898,38.01,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.902,60.02,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.906,63.79,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.91,76.29,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.914,85.2,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.918,95.19,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.922,91.51,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.926,90.92,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.93,71.9,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.934,75.34,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.938,69.19,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.941,57.27,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.945,55.26,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.949,40.11,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.953,33.4,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.957,18.0,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.961,8.29,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.965,-1.86,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.969,-4.64,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.973,-7.58,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.977,-22.79,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.98,-18.97,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.984,-22.98,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.988,-29.04,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.992,-28.54,0.19,0.39,0.28,0.14,NONE,BORDERLINE
5.996,-24.63,0.19,0.39,0.28,0.14,NONE,BORDERLINE
6.0,-25.16,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.004,-35.08,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.008,-43.86,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.012,-54.02,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.016,-54.2,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.02,-54.08,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.023,-62.13,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.027,-54.53,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.031,-52.36,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.035,-48.94,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.039,-44.01,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.043,-30.49,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.047,-21.0,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.051,-13.84,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.055,-4.81,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.059,8.79,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.062,13.84,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.066,19.02,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.07,32.96,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.074,13.54,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.078,23.27,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.082,19.38,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.086,22.34,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.09,21.39,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.094,17.96,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.098,18.0,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.102,-0.81,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.105,-9.54,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.109,-13.61,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.113,-8.17,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.117,-17.39,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.121,-15.5,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.125,-8.97,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.129,-11.62,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.133,-6.15,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.137,-2.79,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.141,14.81,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.145,9.55,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.148,10.14,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.152,2.06,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.156,11.43,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.16,20.33,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.164,11.87,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.168,6.19,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.172,-5.34,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.176,-4.23,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.18,-15.48,0.23,0.44,0.17,0.17,NONE,IMPAIRED
