time,amplitude,theta_power,alpha_power,beta_power,gamma_power,command,attention_deficit
4.691,26.04,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.695,22.02,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.699,22.59,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.703,16.32,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.707,8.51,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.711,3.69,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.715,-0.05,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.719,-2.9,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.723,-7.38,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.727,-9.29,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.73,-11.08,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.734,-9.89,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.738,-1.87,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.742,2.82,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.746,2.18,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.75,14.24,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.754,18.68,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.758,21.06,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.762,28.13,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.766,26.8,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.77,27.61,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.773,28.6,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.777,32.49,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.781,44.26,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.785,26.94,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.789,38.04,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.793,38.97,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.797,30.89,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.801,32.07,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.805,31.43,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.809,18.22,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.812,15.94,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.816,10.55,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.82,9.87,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.824,-10.66,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.828,-4.9,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.832,-20.32,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.836,-22.16,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.84,-33.95,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.844,-43.4,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.848,-51.87,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.852,-62.87,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.855,-70.37,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.859,-80.0,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.863,-82.11,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.867,-91.18,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.871,-89.77,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.875,-104.31,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.879,-93.75,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.883,-93.67,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.887,-89.05,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.891,-71.8,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.895,-58.87,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.898,-44.2,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.902,-34.56,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.906,-10.87,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.91,8.07,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.914,22.73,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.918,53.04,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.922,63.08,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.926,71.7,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.93,95.55,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.934,95.78,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.938,107.87,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.941,99.94,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.945,103.02,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.949,92.49,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.953,73.75,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.957,75.13,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.961,78.77,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.965,65.87,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.969,50.32,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.973,36.66,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.977,33.86,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.98,36.35,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.984,19.66,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.988,11.58,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.992,-1.53,0.3,0.34,0.26,0.1,NONE,BORDERLINE
4.996,-9.05,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.0,-16.38,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.004,-13.82,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.008,-29.85,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.012,-20.9,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.016,-27.49,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.02,-32.13,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.023,-34.71,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.027,-33.55,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.031,-50.93,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.035,-41.79,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.039,-42.78,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.043,-41.48,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.047,-34.48,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.051,-34.71,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.055,-27.47,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.059,-23.44,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.062,-25.2,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.066,-7.76,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.07,-2.45,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.074,2.38,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.078,1.99,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.082,12.54,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.086,-3.25,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.09,2.25,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.094,1.83,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.098,-6.2,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.102,3.7,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.105,-13.12,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.109,-7.12,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.113,-10.6,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.117,-23.23,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.121,-26.71,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.125,-29.23,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.129,-25.73,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.133,-36.26,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.137,-20.34,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.141,-18.88,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.145,-21.3,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.148,-17.73,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.152,0.44,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.156,-0.52,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.16,3.93,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.164,19.43,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.168,25.05,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.172,20.51,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.176,19.69,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.18,27.15,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.184,21.42,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.188,29.29,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.191,16.16,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.195,16.8,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.199,14.84,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.203,14.27,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.207,2.49,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.211,1.61,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.215,1.67,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.219,-3.67,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.223,-2.87,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.227,-8.06,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.23,2.68,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.234,-7.74,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.238,-2.09,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.242,9.92,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.246,21.82,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.25,25.85,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.254,25.83,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.258,28.39,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.262,46.9,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.266,36.48,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.27,48.03,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.273,34.92,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.277,35.7,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.281,36.61,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.285,39.59,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.289,33.61,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.293,34.72,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.297,29.92,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.301,22.97,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.305,12.77,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.309,12.2,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.312,6.76,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.316,-8.35,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.32,-11.74,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.324,-17.04,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.328,-28.52,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.332,-41.29,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.336,-39.9,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.34,-61.9,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.344,-70.44,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.348,-69.75,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.352,-84.47,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.355,-91.49,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.359,-99.11,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.363,-103.08,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.367,-103.01,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.371,-105.54,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.375,-82.61,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.379,-90.22,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.383,-81.34,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.387,-50.43,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.391,-30.0,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.395,-19.15,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.398,-0.51,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.402,13.1,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.406,26.65,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.41,52.67,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.414,60.72,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.418,75.8,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.422,90.38,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.426,87.22,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.43,105.09,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.434,99.99,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.438,96.21,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.441,105.47,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.445,83.39,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.449,79.81,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.453,67.92,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.457,69.52,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.461,49.21,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.465,37.02,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.469,35.6,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.473,22.67,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.477,22.13,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.48,12.79,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.484,3.45,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.488,-7.19,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.492,-11.95,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.496,-14.32,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.5,-26.22,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.504,-22.48,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.508,-36.49,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.512,-31.91,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.516,-30.36,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.52,-41.8,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.523,-34.73,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.527,-42.29,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.531,-49.95,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.535,-40.41,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.539,-38.04,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.543,-38.56,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.547,-31.22,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.551,-13.0,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.555,-13.68,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.559,-8.5,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.562,-4.28,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.566,4.68,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.57,12.63,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.574,5.51,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.578,9.49,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.582,11.54,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.586,2.96,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.59,1.63,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.594,-7.72,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.598,-4.7,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.602,-15.25,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.605,-17.44,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.609,-19.61,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.613,-22.12,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.617,-31.61,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.621,-22.86,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.625,-34.83,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.629,-26.73,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.633,-14.22,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.637,-16.72,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.641,-7.23,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.645,-7.81,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.648,13.63,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.652,20.32,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.656,12.1,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.66,29.74,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.664,21.89,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.668,28.12,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.672,31.85,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.676,25.16,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.68,24.07,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.684,19.21,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.688,17.43,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.691,9.76,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.695,13.83,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.699,-11.48,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.703,-0.23,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.707,-5.13,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.711,-12.19,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.715,-4.61,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.719,1.66,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.723,-5.25,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.727,2.52,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.73,12.99,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.734,6.74,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.738,18.6,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.742,19.55,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.746,30.08,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.75,39.93,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.754,30.6,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.758,45.24,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.762,47.58,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.766,44.99,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.77,42.6,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.773,42.58,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.777,35.69,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.781,25.78,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.785,28.66,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.789,23.45,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.793,7.21,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.797,8.62,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.801,8.07,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.805,-2.0,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.809,-2.59,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.812,-12.79,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.816,-11.51,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.82,-22.2,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.824,-35.81,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.828,-53.98,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.832,-60.97,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.836,-71.88,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.84,-81.1,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.844,-88.04,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.848,-91.12,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.852,-101.6,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.855,-97.65,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.859,-100.32,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.863,-99.51,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.867,-96.65,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.871,-78.81,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.875,-69.72,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.879,-52.78,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.883,-35.88,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.887,-11.22,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.891,-8.17,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.895,10.45,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.898,43.88,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.902,51.63,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.906,71.63,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.91,91.42,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.914,89.0,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.918,99.83,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.922,98.79,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.926,100.19,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.93,107.03,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.934,100.67,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.938,91.31,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.941,76.35,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.945,61.31,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.949,57.2,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.953,44.36,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.957,39.31,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.961,29.18,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.965,27.84,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.969,4.05,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.973,3.58,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.977,-4.4,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.98,-5.44,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.984,-12.45,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.988,-21.24,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.992,-28.49,0.3,0.34,0.26,0.1,NONE,BORDERLINE
5.996,-19.93,0.3,0.34,0.26,0.1,NONE,BORDERLINE
6.0,-23.14,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.004,-26.6,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.008,-33.0,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.012,-45.43,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.016,-43.9,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.02,-45.01,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.023,-36.87,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.027,-48.7,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.031,-47.36,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.035,-43.4,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.039,-41.57,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.043,-41.81,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.047,-33.13,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.051,-31.49,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.055,-25.6,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.059,-30.01,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.062,-7.6,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.066,-18.52,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.07,-16.77,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.074,-10.8,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.078,-8.43,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.082,-15.43,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.086,-9.71,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.09,-14.34,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.094,-22.39,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.098,-17.25,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.102,-29.54,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.105,-23.99,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.109,-25.4,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.113,-21.52,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.117,-20.49,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.121,-20.4,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.125,-12.93,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.129,-14.07,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.133,-0.75,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.137,5.61,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.141,4.42,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.145,15.32,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.148,9.64,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.152,16.62,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.156,32.9,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.16,25.49,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.164,25.61,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.168,22.62,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.172,30.24,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.176,6.1,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.18,10.19,0.41,0.34,0.16,0.08,NONE,IMPAIRED
