time,amplitude,theta_power,alpha_power,beta_power,gamma_power,command,visual_impairment,motor_impairment,attention_deficit
3.309,13.36,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.312,24.03,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.316,32.87,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.32,28.68,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.324,30.48,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.328,47.61,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.332,41.77,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.336,51.01,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.34,51.13,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.344,46.67,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.348,52.76,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.352,51.46,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.355,42.45,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.359,30.76,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.363,21.41,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.367,19.79,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.371,1.23,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.375,-2.58,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.379,-25.6,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.383,-38.18,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.387,-58.32,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.391,-63.52,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.395,-72.89,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.398,-92.23,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.402,-89.68,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.406,-89.04,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.41,-98.8,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.414,-94.25,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.418,-82.13,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.422,-73.15,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.426,-42.11,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.43,-26.7,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.434,-13.04,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.438,12.11,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.441,25.45,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.445,44.75,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.449,56.57,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.453,81.78,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.457,84.82,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.461,92.17,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.465,92.63,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.469,98.34,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.473,87.55,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.477,91.83,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.48,76.48,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.484,65.3,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.488,34.12,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.492,27.85,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.496,16.7,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.5,-4.75,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.504,-18.75,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.508,-18.84,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.512,-28.81,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.516,-46.09,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.52,-38.47,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.523,-50.08,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.527,-47.14,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.531,-45.85,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.535,-50.17,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.539,-41.05,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.543,-40.2,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.547,-39.69,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.551,-30.55,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.555,-25.3,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.559,-17.2,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.562,-9.42,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.566,-3.45,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.57,-2.61,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.574,7.41,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.578,13.0,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.582,24.12,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.586,23.23,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.59,35.68,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.594,46.35,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.598,40.67,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.602,42.39,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.605,35.53,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.609,40.76,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.613,37.11,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.617,35.32,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.621,23.51,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.625,1.11,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.629,-9.62,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.633,-22.97,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.637,-26.76,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.641,-40.65,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.645,-53.02,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.648,-58.96,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.652,-67.15,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.656,-53.36,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.66,-60.97,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.664,-48.97,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.668,-48.01,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.672,-26.62,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.676,-20.66,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.68,-14.68,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.684,16.36,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.688,16.33,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.691,28.83,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.695,52.58,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.699,43.15,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.703,59.35,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.707,62.03,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.711,73.08,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.715,51.65,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.719,50.5,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.723,45.75,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.727,25.33,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.73,15.44,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.734,-3.29,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.738,-3.69,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.742,-18.83,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.746,-29.98,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.75,-38.26,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.754,-32.23,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.758,-47.5,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.762,-44.8,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.766,-31.08,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.77,-42.22,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.773,-36.17,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.777,-27.35,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.781,-39.78,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.785,-13.63,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.789,-10.85,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.793,-9.81,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.797,8.48,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.801,20.16,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.805,19.97,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.809,28.24,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.812,34.31,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.816,33.54,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.82,36.8,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.824,39.13,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.828,42.42,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.832,49.33,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.836,44.07,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.84,45.89,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.844,43.78,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.848,33.93,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.852,27.61,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.855,21.5,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.859,6.11,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.863,-1.43,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.867,-11.75,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.871,-28.28,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.875,-33.43,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.879,-55.05,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.883,-71.25,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.887,-88.55,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.891,-100.37,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.895,-94.68,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.898,-100.7,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.902,-95.57,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.906,-85.07,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.91,-74.94,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.914,-63.56,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.918,-45.83,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.922,-26.37,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.926,3.37,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.93,15.88,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.934,31.21,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.938,52.62,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.941,65.08,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.945,79.67,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.949,79.89,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.953,102.39,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.957,106.62,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.961,90.93,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.965,88.87,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.969,76.67,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.973,74.62,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.977,46.72,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.98,30.36,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.984,28.22,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.988,11.88,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.992,-6.98,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
3.996,-12.67,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
4.0,72.91,0.14,0.6,0.19,0.07,BLINK,NORMAL,IMPAIRED,NORMAL
4.004,10.97,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.008,-0.92,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.012,-12.0,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.016,-13.5,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.02,-22.93,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.023,-42.5,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.027,-37.12,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.031,-54.64,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.035,-56.81,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.039,-54.12,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.043,-69.84,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.047,-66.74,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.051,-68.57,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.055,-52.29,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.059,-53.81,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.062,-47.81,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.066,-58.89,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.07,-46.78,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.074,-37.66,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.078,-24.33,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.082,-19.02,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.086,-4.8,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.09,6.29,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.094,0.6,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.098,26.47,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.102,25.92,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.105,29.45,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.109,44.81,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.113,36.15,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.117,34.78,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.121,39.36,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.125,41.7,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.129,28.29,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.133,41.71,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.137,29.52,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.141,25.9,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.145,14.44,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.148,12.0,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.152,12.52,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.156,10.82,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.16,9.7,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.164,9.04,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.168,6.43,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.172,0.05,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.176,3.75,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.18,-5.35,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.184,0.21,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.188,-7.58,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.191,-7.6,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.195,-8.94,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.199,-12.82,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.203,-33.11,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.207,-26.87,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.211,-35.89,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.215,-38.68,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.219,-36.96,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.223,-39.06,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.227,-54.39,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.23,-41.66,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.234,-34.05,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.238,-28.56,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.242,-35.42,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.246,-23.57,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.25,-14.3,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.254,-3.58,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.258,4.59,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.262,13.75,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.266,24.08,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.27,34.82,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.273,47.67,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.277,52.67,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.281,53.55,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.285,66.64,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.289,62.62,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.293,71.82,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.297,66.01,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.301,70.82,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.305,65.22,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.309,56.62,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.312,50.64,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.316,53.86,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.32,37.95,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.324,29.21,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.328,26.16,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.332,7.03,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.336,-1.82,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.34,-15.01,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.344,-25.74,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.348,-25.79,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.352,-31.11,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.355,-48.47,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.359,-59.78,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.363,-71.72,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.367,-83.79,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.371,-87.3,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.375,-90.28,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.379,-90.39,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.383,-95.0,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.387,-103.41,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.391,-95.59,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
